assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoform	panther_family	date	annotation_extension_class	taxon
ComplexPortal	SGD:S000218147	CPX-2267	PMID:9295278		GO:0015680	protein maturation by copper ion transfer	IDA				20201024		NCBITaxon:559292
ComplexPortal	SGD:S000218125	CPX-2895	PMID:9295278		GO:0015680	protein maturation by copper ion transfer	IDA				20201024		NCBITaxon:559292
MGI	MGI:MGI:103297	Atp7b	PMID:16436657		GO:0015680	protein maturation by copper ion transfer	IMP	MGI:MGI:2158253		PANTHER:PTHR43520	20061017	EMAPA:16846	NCBITaxon:10090
PINC	UniProtKB:O14618	CCS	PMID:9726962		GO:0015680	protein maturation by copper ion transfer	TAS		UniProtKB:O14618	PANTHER:PTHR10003	20030904		NCBITaxon:9606
PomBase	PomBase:SPBC1709.10c	atx1	PMID:18723604		GO:0015680	protein maturation by copper ion transfer	EXP			PANTHER:PTHR46365	20200923		NCBITaxon:4896
SGD	SGD:S000001218	CTR2	PMID:11523804		GO:0015680	protein maturation by copper ion transfer	IMP		UniProtKB:P38865	PANTHER:PTHR12483	20020919		NCBITaxon:559292
SGD	SGD:S000004938	FET4	PMID:11523804		GO:0015680	protein maturation by copper ion transfer	IMP		UniProtKB:P40988		20020919		NCBITaxon:559292
SGD	SGD:S000003932	COX17	PMID:15199057		GO:0015680	protein maturation by copper ion transfer	IDA		UniProtKB:Q12287	PANTHER:PTHR16719	20050304	SGD:S000000241	NCBITaxon:559292
SGD	SGD:S000003932	COX17	PMID:15199057		GO:0015680	protein maturation by copper ion transfer	IDA		UniProtKB:Q12287	PANTHER:PTHR16719	20050304	SGD:S000006053	NCBITaxon:559292
SGD	SGD:S000004641	CCS1	PMID:9295278		GO:0015680	protein maturation by copper ion transfer	IMP		UniProtKB:P40202	PANTHER:PTHR10003	20020919		NCBITaxon:559292
TAIR	AGI_LocusCode:AT5G20650	COPT5	PMID:21692805|TAIR:Publication:501743077		GO:0015680	protein maturation by copper ion transfer	IMP		TAIR:locus:2180474		20110830		NCBITaxon:3702
BHF-UCL	UniProtKB:P62942	FKBP1A	PMID:11322937		GO:0022417	protein maturation by protein folding	TAS		UniProtKB:P62942	PANTHER:PTHR10516	20080827		NCBITaxon:9606
BHF-UCL	UniProtKB:P68106	FKBP1B	PMID:11322937		GO:0022417	protein maturation by protein folding	TAS		UniProtKB:P68106	PANTHER:PTHR10516	20080827		NCBITaxon:9606
BHF-UCL	UniProtKB:P27797	CALR	PMID:17563366		GO:0022417	protein maturation by protein folding	TAS		UniProtKB:P27797	PANTHER:PTHR11073	20080930		NCBITaxon:9606
CACAO	UniProtKB:P0AEU7	skp	PMID:9914480		GO:0022417	protein maturation by protein folding	IDA			PANTHER:PTHR35089	20110925		NCBITaxon:83333
EcoCyc	UniProtKB:P0A9K9	slyD	PMID:15569666		GO:0022417	protein maturation by protein folding	IMP			PANTHER:PTHR47861	20211117		NCBITaxon:83333
FlyBase	FB:FBgn0050296	RIC-3	PMID:18208544|FB:FBrf0205266		GO:0022417	protein maturation by protein folding	IDA			PANTHER:PTHR21723	20120510		NCBITaxon:7227
HGNC-UCL	UniProtKB:O00170	AIP	PMID:14557246		GO:0022417	protein maturation by protein folding	IDA		UniProtKB:O00170	PANTHER:PTHR11242	20070321		NCBITaxon:9606
MGI	MGI:MGI:1914725	Ero1b	PMID:20308425		GO:0022417	protein maturation by protein folding	IMP	MGI:MGI:3864866		PANTHER:PTHR12613	20140325		NCBITaxon:10090
MGI	MGI:MGI:1914725	Ero1b	PMID:22981861		GO:0022417	protein maturation by protein folding	IGI	MGI:MGI:1354385		PANTHER:PTHR12613	20140120		NCBITaxon:10090
MGI	MGI:MGI:1914725	Ero1b	PMID:22981861		GO:0022417	protein maturation by protein folding	IGI	MGI:MGI:1859815		PANTHER:PTHR12613	20140120		NCBITaxon:10090
MGI	MGI:MGI:1859815	Prdx4	PMID:22981861		GO:0022417	protein maturation by protein folding	IGI	MGI:MGI:1914725		PANTHER:PTHR10681	20140120		NCBITaxon:10090
MGI	MGI:MGI:1859815	Prdx4	PMID:22981861		GO:0022417	protein maturation by protein folding	IGI	MGI:MGI:1354385		PANTHER:PTHR10681	20140120		NCBITaxon:10090
MGI	MGI:MGI:1354385	Ero1a	PMID:22981861		GO:0022417	protein maturation by protein folding	IGI	MGI:MGI:1914725		PANTHER:PTHR12613	20140120		NCBITaxon:10090
MGI	MGI:MGI:1354385	Ero1a	PMID:22981861		GO:0022417	protein maturation by protein folding	IGI	MGI:MGI:1859815		PANTHER:PTHR12613	20140120		NCBITaxon:10090
UniProt	UniProtKB:Q8N4Q1	CHCHD4	PMID:21059946		GO:0022417	protein maturation by protein folding	IMP		UniProtKB:Q8N4Q1	PANTHER:PTHR21622	20130117		NCBITaxon:9606
WB	WB:WBGene00010775	poml-1	PMID:26941331|WB_REF:WBPaper00049330		GO:0022417	protein maturation by protein folding	IMP			PANTHER:PTHR11799	20210622	WB:WBGene00003168	NCBITaxon:6239
Alzheimers_University_of_Toronto	UniProtKB:Q92673	SORL1	PMID:17855360		GO:0051604	protein maturation	IDA		UniProtKB:Q92673	PANTHER:PTHR12106	20140331	UniProtKB:P05067	NCBITaxon:9606
BHF-UCL	UniProtKB:Q10471	GALNT2	PMID:12438318		GO:0051604	protein maturation	IDA		UniProtKB:Q10471	PANTHER:PTHR11675	20201123	PR:000050032|GO:0002377	NCBITaxon:9606
CACAO	UniProtKB:Q6AVU2	LOC_Os03g52340	PMID:19666483		GO:0051604	protein maturation	IMP			PANTHER:PTHR12613	20121031		NCBITaxon:39947
EcoCyc	UniProtKB:P0AAM7	hybG	PMID:11292801		GO:0051604	protein maturation	IMP			PANTHER:PTHR35177	20211117		NCBITaxon:83333
EcoCyc	UniProtKB:P0A703	hybF	PMID:12081959		GO:0051604	protein maturation	IMP			PANTHER:PTHR34535	20211116		NCBITaxon:83333
