assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoform	panther_family	date	annotation_extension_class	taxon
CGD	CGD:CAL0000188662	MNT1	PMID:15519997|CGD_REF:CAL0082462		GO:0006057	mannoprotein biosynthetic process	IGI	CGD:CAL0000069		PANTHER:PTHR31121	20140625		NCBITaxon:237561
CGD	CGD:CAL0000188662	MNT1	PMID:15519997|CGD_REF:CAL0082462		GO:0006057	mannoprotein biosynthetic process	IMP			PANTHER:PTHR31121	20140625		NCBITaxon:237561
CGD	CGD:CAL0000188888	MNT2	PMID:15519997|CGD_REF:CAL0082462		GO:0006057	mannoprotein biosynthetic process	IMP			PANTHER:PTHR31121	20140625		NCBITaxon:237561
CGD	CGD:CAL0000188888	MNT2	PMID:15519997|CGD_REF:CAL0082462		GO:0006057	mannoprotein biosynthetic process	IGI	CGD:CAL0000071		PANTHER:PTHR31121	20140625		NCBITaxon:237561
ParkinsonsUK-UCL	UniProtKB:Q9UKM7	MAN1B1	PMID:10521544		GO:0006058	mannoprotein catabolic process	IDA		UniProtKB:Q9UKM7	PANTHER:PTHR11742	20231121	GO:0036503	NCBITaxon:9606
ParkinsonsUK-UCL	MGI:MGI:1914217	Edem3	PMID:16431915		GO:0006058	mannoprotein catabolic process	IDA			PANTHER:PTHR45679	20231121	GO:0036503	NCBITaxon:10090
ParkinsonsUK-UCL	UniProtKB:Q9UKM7	MAN1B1	PMID:18003979		GO:0006058	mannoprotein catabolic process	IMP		UniProtKB:Q9UKM7	PANTHER:PTHR11742	20231121		NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:A0A8V1ABV1	MAN1B1	PMID:25092655		GO:0006058	mannoprotein catabolic process	IMP		UniProtKB:A0A8V1ABV1	PANTHER:PTHR11742	20250115	GO:0036503	NCBITaxon:9031
ParkinsonsUK-UCL	UniProtKB:A0A8V0YJ07	EDEM3	PMID:25092655		GO:0006058	mannoprotein catabolic process	IMP		UniProtKB:A0A8V0YJ07	PANTHER:PTHR45679	20250115	GO:0036503	NCBITaxon:9031
ParkinsonsUK-UCL	UniProtKB:A0A8V1A1A6	EDEM2	PMID:25092655		GO:0006058	mannoprotein catabolic process	IMP		UniProtKB:A0A8V1A1A6	PANTHER:PTHR45679	20250115	GO:0036503	NCBITaxon:9031
ParkinsonsUK-UCL	UniProtKB:Q9BV94	EDEM2	PMID:25092655		GO:0006058	mannoprotein catabolic process	IMP		UniProtKB:Q9BV94	PANTHER:PTHR45679	20231121	GO:0036503	NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:Q92611	EDEM1	PMID:25092655		GO:0006058	mannoprotein catabolic process	IMP		UniProtKB:Q92611	PANTHER:PTHR45679	20231121	GO:0036503	NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:Q9BZQ6	EDEM3	PMID:25092655		GO:0006058	mannoprotein catabolic process	IMP		UniProtKB:Q9BZQ6	PANTHER:PTHR45679	20231121	GO:0036503	NCBITaxon:9606
