assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoform	panther_family	date	annotation_extension_class	taxon
SGD	SGD:S000000112	FUS3	PMID:8384702		GO:0004707	MAP kinase activity	IDA		SGD:S000000112	PANTHER:PTHR24055	20191106	GO:0000750|SGD:S000000112	NCBITaxon:559292
SGD	SGD:S000000112	FUS3	PMID:8384702		GO:0004707	MAP kinase activity	IDA		SGD:S000000112	PANTHER:PTHR24055	20191106	GO:0000750|SGD:S000002318	NCBITaxon:559292
SGD	SGD:S000000112	FUS3	PMID:8384702		GO:0004707	MAP kinase activity	IDA		SGD:S000000112	PANTHER:PTHR24055	20191106	GO:0000750|SGD:S000003693	NCBITaxon:559292
SGD	SGD:S000002318	STE7	PMID:8384702		GO:0004708	MAP kinase kinase activity	IDA		SGD:S000002318	PANTHER:PTHR48013	20191106	GO:0000750|SGD:S000000112	NCBITaxon:559292
PomBase	PomBase:SPAC24B11.06c	sty1	PMID:22144909		GO:0004707	MAP kinase activity	IDA		PomBase:SPAC24B11.06c	PANTHER:PTHR24055	20151104	PomBase:SPAC2F3.15|GO:0010514|GO:0060261	NCBITaxon:4896
PomBase	PomBase:SPAC1952.05	gcn5	PMID:19056896		GO:0036408	histone H3K14 acetyltransferase activity	IMP		PomBase:SPAC1952.05	PANTHER:PTHR45750	20170728	GO:0010515	NCBITaxon:4896
PomBase	PomBase:SPAC1952.05	gcn5	PMID:19056896		GO:0043992	histone H3K9 acetyltransferase activity	IMP		PomBase:SPAC1952.05	PANTHER:PTHR45750	20170728	GO:0010515	NCBITaxon:4896
PomBase	PomBase:SPCC1902.01	gaf1	PMID:22900017		GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	IDA		PomBase:SPCC1902.01	PANTHER:PTHR10071	20170728	PomBase:SPBC32C12.02|GO:0010515	NCBITaxon:4896
PomBase	PomBase:SPBC16H5.07c	ppa2	PMID:29079657		GO:0004722	protein serine/threonine phosphatase activity	IMP		PomBase:SPBC16H5.07c	PANTHER:PTHR45619	20190404	PomBase:SPAC15A10.02|GO:0000122|GO:0010515	NCBITaxon:4896
PomBase	PomBase:SPAC227.07c	pab1	PMID:29079657		GO:0072542	protein phosphatase activator activity	EXP		PomBase:SPAC227.07c	PANTHER:PTHR11871	20190404	PomBase:SPBC16H5.07c|GO:0000122|GO:0010515	NCBITaxon:4896
PomBase	PomBase:SPBC19C2.05	pat1	PMID:8945514		GO:0004674	protein serine/threonine kinase activity	IDA		PomBase:SPBC19C2.05	PANTHER:PTHR24343	20141205	PomBase:SPBC32C12.02|GO:0010515	NCBITaxon:4896
SGD	SGD:S000001201	KEL1	PMID:34965431		GO:0005515	protein binding	IDA		SGD:S000001201	PANTHER:PTHR23244	20220225	GO:0090029|GO:0005737|SGD:S000000112|SGD:S000001868	NCBITaxon:559292
PomBase	PomBase:SPAC6F12.02	rst2	PMID:10982411		GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	IDA		PomBase:SPAC6F12.02	PANTHER:PTHR40626	20170728	PomBase:SPBC32C12.02|GO:1900237	NCBITaxon:4896
PomBase	PomBase:SPAC8C9.14	prr1	PMID:11129048		GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	IDA		PomBase:SPAC8C9.14	PANTHER:PTHR10015	20170804	PomBase:SPBC32C12.02|GO:1900237	NCBITaxon:4896
PomBase	PomBase:SPAC6F12.02	rst2	PMID:11739717		GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	IDA		PomBase:SPAC6F12.02	PANTHER:PTHR40626	20170714	GO:0042149|PomBase:SPBC32C12.02|GO:1900237	NCBITaxon:4896
PomBase	PomBase:SPCC24B10.07	gad8	PMID:12805221		GO:0004674	protein serine/threonine kinase activity	IDA		PomBase:SPCC24B10.07	PANTHER:PTHR24351	20151118	GO:1900237	NCBITaxon:4896
PomBase	PomBase:SPAC2F3.15	lsk1	PMID:20605454		GO:0140834	RNA polymerase II CTD heptapeptide repeat S2 kinase activity	IDA		PomBase:SPAC2F3.15	PANTHER:PTHR24056	20151106	PomBase:SPBC28F2.12|GO:1900237	NCBITaxon:4896
PomBase	PomBase:SPBC530.13	lsc1	PMID:20605454		GO:0061575	cyclin-dependent protein serine/threonine kinase activator activity	IMP		PomBase:SPBC530.13	PANTHER:PTHR10026	20151106	PomBase:SPAC2F3.15|GO:1900237	NCBITaxon:4896
PomBase	PomBase:SPAC2F3.15	lsk1	PMID:22144909		GO:0008353	RNA polymerase II CTD heptapeptide repeat kinase activity	IMP		PomBase:SPAC2F3.15	PANTHER:PTHR24056	20170327	PomBase:SPBC28F2.12|GO:0006357|GO:1900237	NCBITaxon:4896
PomBase	PomBase:SPCC24B10.07	gad8	PMID:29079657		GO:0004674	protein serine/threonine kinase activity	IMP		PomBase:SPCC24B10.07	PANTHER:PTHR24351	20190404	GO:0009267|PomBase:SPAC15A10.02|GO:0045944|GO:1900237	NCBITaxon:4896
SGD	SGD:S000003130	SUT1	PMID:23872066		GO:0000122	negative regulation of transcription by RNA polymerase II	IGI	SGD:S000006213	SGD:S000003130		20220216	GO:1900237|SGD:S000002373|SGD:S000006353	NCBITaxon:559292
SGD	SGD:S000006213	SUT2	PMID:23872066		GO:0000122	negative regulation of transcription by RNA polymerase II	IGI	SGD:S000003130	SGD:S000006213		20220215	GO:1900237|SGD:S000002373|SGD:S000006353	NCBITaxon:559292
SGD	SGD:S000006213	SUT2	PMID:23872066		GO:0000122	negative regulation of transcription by RNA polymerase II	IMP		SGD:S000006213		20220215	GO:1900237|SGD:S000002373|SGD:S000005124|SGD:S000006353	NCBITaxon:559292
