assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoform	panther_family	date	annotation_extension_class	taxon
CGD	CGD:CAL0000186447	HAP41	PMID:18503007|CGD_REF:CAL0119016	not	GO:0033217	regulation of transcription from RNA polymerase II promoter in response to iron ion starvation	IMP			PANTHER:PTHR11177	20140625		NCBITaxon:237561
CGD	CGD:CAL0000182721	HAP5	PMID:18503007|CGD_REF:CAL0119016		GO:0033217	regulation of transcription from RNA polymerase II promoter in response to iron ion starvation	IMP			PANTHER:PTHR10252	20140625		NCBITaxon:237561
CGD	CGD:CAL0000188360	HAP43	PMID:18503007|CGD_REF:CAL0119016		GO:0033217	regulation of transcription from RNA polymerase II promoter in response to iron ion starvation	IMP			PANTHER:PTHR40621	20140625		NCBITaxon:237561
MGI	MGI:MGI:96163	Hmox1	PMID:23395172		GO:0034395	regulation of transcription from RNA polymerase II promoter in response to iron	IDA			PANTHER:PTHR10720	20140311		NCBITaxon:10090
MGI	MGI:MGI:2146636	Hrg	PMID:23395172		GO:0034395	regulation of transcription from RNA polymerase II promoter in response to iron	IDA			PANTHER:PTHR13814	20140311		NCBITaxon:10090
MGI	MGI:MGI:1315204	Slc40a1	PMID:23395172		GO:0034395	regulation of transcription from RNA polymerase II promoter in response to iron	IDA			PANTHER:PTHR11660	20140311		NCBITaxon:10090
ARUK-UCL	UniProtKB:P04637	TP53	PMID:30089260		GO:0036003	positive regulation of transcription from RNA polymerase II promoter in response to stress	IDA			PANTHER:PTHR11447	20190625	UniProtKB:Q07954|GO:0006974	NCBITaxon:9606
BHF-UCL	UniProtKB:P15941	MUC1	PMID:15710329		GO:0036003	positive regulation of transcription from RNA polymerase II promoter in response to stress	IDA			PANTHER:PTHR10006	20111212		NCBITaxon:9606
BHF-UCL	UniProtKB:Q13164	MAPK7	PMID:23043106		GO:0036003	positive regulation of transcription from RNA polymerase II promoter in response to stress	IMP			PANTHER:PTHR24055	20121203		NCBITaxon:9606
BHF-UCL	UniProtKB:Q16236	NFE2L2	PMID:23043106		GO:0036003	positive regulation of transcription from RNA polymerase II promoter in response to stress	IMP			PANTHER:PTHR24411	20121203		NCBITaxon:9606
