assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoform	panther_family	date	annotation_extension_class	taxon
MGI	MGI:MGI:1276534	Bcat2	PMID:14755340		GO:0006551	leucine metabolic process	IMP	MGI:MGI:3028726		PANTHER:PTHR11825	20100621		NCBITaxon:10090
MGI	MGI:MGI:94859	Dao	PMID:15026304		GO:0006551	leucine metabolic process	IMP	MGI:MGI:3528694		PANTHER:PTHR11530	20071116		NCBITaxon:10090
MGI	MGI:MGI:1276534	Bcat2	PMID:17767905		GO:0006551	leucine metabolic process	IMP	MGI:MGI:3772355		PANTHER:PTHR11825	20100621		NCBITaxon:10090
TAIR	AGI_LocusCode:AT5G16290	VAT1	PMID:20497381|TAIR:Publication:501737836		GO:0006551	leucine metabolic process	IMP		TAIR:locus:2171292		20110401		NCBITaxon:3702
TAIR	AGI_LocusCode:AT4G20930	HDH1	PMID:28705827|TAIR:Publication:501776184		GO:0006551	leucine metabolic process	IMP		TAIR:locus:2133134		20170921		NCBITaxon:3702
TAIR	TAIR:locus:1005203273	VI	TAIR:Publication:501678562		GO:0006551	leucine metabolic process	IMP		TAIR:gene:1005203220		20060201		NCBITaxon:3702
UniProt	UniProtKB:Q5U925	hadI	PMID:15654892		GO:0006551	leucine metabolic process	IDA				20160118		NCBITaxon:1496
UniProt	UniProtKB:Q5U924	hadB	PMID:15654892		GO:0006551	leucine metabolic process	IDA				20160118		NCBITaxon:1496
UniProt	UniProtKB:Q5U923	hadC	PMID:15654892		GO:0006551	leucine metabolic process	IDA				20160118		NCBITaxon:1496
AspGD	UniProtKB:Q5B440	ANIA_04690	PMID:14612443		GO:0006552	leucine catabolic process	IMP			PANTHER:PTHR18866	20090821		NCBITaxon:227321
AspGD	UniProtKB:C8VAZ1	ANIA_04687	PMID:14612443		GO:0006552	leucine catabolic process	IMP			PANTHER:PTHR22855	20090821		NCBITaxon:227321
AspGD	UniProtKB:Q5B2F7	ANIA_05273	PMID:15181004		GO:0006552	leucine catabolic process	IMP			PANTHER:PTHR42738	20090821		NCBITaxon:227321
