assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoform	panther_family	date	annotation_extension_class	taxon
BHF-UCL	UniProtKB:Q9UNE7	STUB1	PMID:16809764		GO:0031647	regulation of protein stability	IDA			PANTHER:PTHR46803	20151117	UniProtKB:Q9UPR3|GO:0016567	NCBITaxon:9606
BHF-UCL	UniProtKB:Q9UKT5	FBXO4	PMID:19487455		GO:0005515	protein binding	IPI	UniProtKB:P54274		PANTHER:PTHR16008	20151116	GO:0016567	NCBITaxon:9606
BHF-UCL	UniProtKB:P54274	TERF1	PMID:19487455		GO:0005515	protein binding	IPI	UniProtKB:Q9UKT5		PANTHER:PTHR46734	20151116	GO:0016567	NCBITaxon:9606
BHF-UCL	RNAcentral:URS00001230A0_9606	URS00001230A0_9606	PMID:24844779		GO:0035195	miRNA-mediated gene silencing	IDA				20180119	UniProtKB:Q13618|CL:0002618|GO:0071456|GO:0016567	NCBITaxon:9606
MGI	MGI:MGI:88279	Cbl	PMID:11823423		GO:0061630	ubiquitin protein ligase activity	IGI	MGI:MGI:95294		PANTHER:PTHR23007	20230503	GO:0016567|GO:0042059|GO:0070086|MGI:MGI:95294	NCBITaxon:10090
MGI	MGI:MGI:2385237	Aimp2	PMID:12819782		GO:0031398	positive regulation of protein ubiquitination	IDA			PANTHER:PTHR13438	20111024	GO:0016567	NCBITaxon:10090
MGI	MGI:MGI:95524	Fgfr3	PMID:14699054		GO:0031398	positive regulation of protein ubiquitination	IDA			PANTHER:PTHR24416	20070326	GO:0016567	NCBITaxon:10090
MGI	MGI:MGI:1921494	Atg7	PMID:16625205		GO:0031396	regulation of protein ubiquitination	IMP	MGI:MGI:2386545|MGI:MGI:3587769		PANTHER:PTHR10953	20071116	GO:0016567	NCBITaxon:10090
MGI	MGI:MGI:1277186	Atg5	PMID:17450150		GO:0031397	negative regulation of protein ubiquitination	IMP	MGI:MGI:3050453|MGI:MGI:3663625		PANTHER:PTHR13040	20070628	GO:0016567	NCBITaxon:10090
MGI	MGI:MGI:2145264	Nhlrc1	PMID:17908927		GO:0031398	positive regulation of protein ubiquitination	IDA			PANTHER:PTHR24104	20080409	GO:0016567	NCBITaxon:10090
MGI	MGI:MGI:88279	Cbl	PMID:23457600		GO:0061630	ubiquitin protein ligase activity	IMP			PANTHER:PTHR23007	20230502	GO:0006511|GO:0016567|GO:0042059|MGI:MGI:95294	NCBITaxon:10090
MGI	MGI:MGI:88279	Cbl	PMID:23457600		GO:0061630	ubiquitin protein ligase activity	IDA			PANTHER:PTHR23007	20230502	GO:0006511|GO:0016567|GO:0042059|MGI:MGI:95294	NCBITaxon:10090
MGI	MGI:MGI:95602	Fyn	PMID:24627473		GO:0031397	negative regulation of protein ubiquitination	IDA			PANTHER:PTHR24418	20150128	GO:0016567	NCBITaxon:10090
MGI	MGI:MGI:1919580	Klhl40	PMID:24960163		GO:0031397	negative regulation of protein ubiquitination	IDA			PANTHER:PTHR24412	20141018	GO:0016567	NCBITaxon:10090
MGI	MGI:MGI:1891731	Stub1	PMID:27273569		GO:0061630	ubiquitin protein ligase activity	IDA			PANTHER:PTHR46803	20210901	GO:0006511|GO:0016567|MGI:MGI:1913975	NCBITaxon:10090
MGI	MGI:MGI:2679684	Mib2	PMID:34635817		GO:0004842	ubiquitin-protein transferase activity	IDA			PANTHER:PTHR24202	20230127	GO:0016567	NCBITaxon:10090
ParkinsonsUK-UCL	UniProtKB:O60260	PRKN	PMID:12925569		GO:0061630	ubiquitin protein ligase activity	IDA			PANTHER:PTHR11685	20160426	UniProtKB:Q9BT88|GO:0016567	NCBITaxon:9606
SGD	SGD:S000004717	EUC1	PMID:31015336		GO:0031503	protein-containing complex localization	IMP		UniProtKB:Q04461	PANTHER:PTHR37784	20190611	GO:0000785|ComplexPortal:CPX-3179|GO:0016567	NCBITaxon:559292
UniProt	UniProtKB:Q96M94	KLHL15	PMID:27561354		GO:1990756	ubiquitin ligase-substrate adaptor activity	IDA			PANTHER:PTHR45632	20220519	UniProtKB:Q99708|GO:0006511|GO:0016567	NCBITaxon:9606
UniProt	MGI:MGI:1917715	Wdr77	PMID:35197566|MGI:MGI:7334688		GO:1990756	ubiquitin ligase-substrate adaptor activity	IDA			PANTHER:PTHR46853	20230120	UniProtKB:Q60766|GO:0006511|GO:0016567	NCBITaxon:10090
UniProt	UniProtKB:Q96M94	KLHL15	PMID:35219381		GO:1990756	ubiquitin ligase-substrate adaptor activity	IDA			PANTHER:PTHR45632	20220519	UniProtKB:Q99708|GO:0006511|GO:0016567	NCBITaxon:9606
