assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoform	panther_family	date	annotation_extension_class	taxon
BHF-UCL	UniProtKB:P38936	CDKN1A	PMID:15149599		GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	IDA		UniProtKB:P38936	PANTHER:PTHR46778	20091113		NCBITaxon:9606
BHF-UCL	UniProtKB:P15941	MUC1	PMID:15710329		GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	IDA		UniProtKB:P15941	PANTHER:PTHR10006	20111212		NCBITaxon:9606
CAFA	UniProtKB:P61254	RPL26	PMID:16213212		GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	IMP		UniProtKB:P61254	PANTHER:PTHR11143	20170125		NCBITaxon:9606
CAFA	UniProtKB:P04637	TP53	PMID:16213212		GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	IMP		UniProtKB:P04637	PANTHER:PTHR11447	20170125		NCBITaxon:9606
CAFA	MGI:MGI:106022	Rpl26	PMID:16213212		GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	IDA			PANTHER:PTHR11143	20170125		NCBITaxon:10090
HGNC-UCL	UniProtKB:O43715	TRIAP1	PMID:15735003		GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	TAS		UniProtKB:O43715	PANTHER:PTHR46403	20060228		NCBITaxon:9606
MGI	MGI:MGI:108027	Ptprv	PMID:16107883		GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	IGI	MGI:MGI:98834		PANTHER:PTHR19134	20060209	CL:0000057	NCBITaxon:10090
MGI	MGI:MGI:98834	Tp53	PMID:16107883		GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	IGI	MGI:MGI:108027		PANTHER:PTHR11447	20100706	CL:0000057	NCBITaxon:10090
PINC	UniProtKB:Q99445	GML	PMID:8934543		GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	TAS		UniProtKB:Q99445	PANTHER:PTHR15049	20030904		NCBITaxon:9606
Reactome	UniProtKB:Q9H4B4	PLK3	Reactome:R-HSA-6791312		GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	TAS		UniProtKB:Q9H4B4	PANTHER:PTHR24345	20240525		NCBITaxon:9606
Reactome	UniProtKB:P38936	CDKN1A	Reactome:R-HSA-6791312		GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	TAS		UniProtKB:P38936	PANTHER:PTHR46778	20240525		NCBITaxon:9606
Reactome	UniProtKB:P46527	CDKN1B	Reactome:R-HSA-6791312		GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	TAS		UniProtKB:P46527	PANTHER:PTHR10265	20240525		NCBITaxon:9606
Reactome	UniProtKB:Q9NYY3	PLK2	Reactome:R-HSA-6791312		GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	TAS		UniProtKB:Q9NYY3	PANTHER:PTHR24345	20240525		NCBITaxon:9606
Reactome	UniProtKB:Q13315	ATM	Reactome:R-HSA-69563		GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	TAS		UniProtKB:Q13315	PANTHER:PTHR11139	20240525		NCBITaxon:9606
Reactome	UniProtKB:P38936	CDKN1A	Reactome:R-HSA-69563		GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	TAS		UniProtKB:P38936	PANTHER:PTHR46778	20240525		NCBITaxon:9606
Reactome	UniProtKB:P46527	CDKN1B	Reactome:R-HSA-69563		GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	TAS		UniProtKB:P46527	PANTHER:PTHR10265	20240525		NCBITaxon:9606
Reactome	UniProtKB:O96017	CHEK2	Reactome:R-HSA-69563		GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	TAS		UniProtKB:O96017	PANTHER:PTHR44167	20240525		NCBITaxon:9606
UniProt	UniProtKB:Q9NYZ3	GTSE1	PMID:10974554		GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	NAS		UniProtKB:Q9NYZ3	PANTHER:PTHR21584	20021105		NCBITaxon:9606
UniProt	MGI:MGI:104662	Pml	PMID:15626733		GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	IMP			PANTHER:PTHR25462	20060112		NCBITaxon:10090
UniProt	UniProtKB:Q9H0Z9	RBM38	PMID:17050675		GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	IDA		UniProtKB:Q9H0Z9-1	PANTHER:PTHR48024	20091002		NCBITaxon:9606
