assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoform	panther_family	date	annotation_extension_class	taxon
ARUK-UCL	UniProtKB:P78423	CX3CL1	PMID:10869418		GO:0051897	positive regulation of protein kinase B signaling	IGI	UniProtKB:P35411		PANTHER:PTHR12015	20180605	CL:0002608|GO:0007249	NCBITaxon:9606
ARUK-UCL	RGD:620137	Cx3cr1	PMID:10869418|RGD:4892026		GO:0051897	positive regulation of protein kinase B signaling	IGI	UniProtKB:P78423		PANTHER:PTHR10489	20180605	CL:0002608|GO:0007249	NCBITaxon:10116
ARUK-UCL	RGD:620458	Cx3cl1	PMID:12729461|RGD:13673777		GO:0035425	autocrine signaling	IGI	UniProtKB:P35411		PANTHER:PTHR12015	20180604	CL:0002539|GO:0071356|CL:0002539|GO:0014065|CL:0002539|GO:0007249|CL:0002539|GO:0043491	NCBITaxon:10116
ARUK-UCL	RGD:3876	Tnf	PMID:12729461|RGD:13673777		GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	IMP			PANTHER:PTHR11471	20180604	CL:0002539|GO:0007249	NCBITaxon:10116
ARUK-UCL	RGD:3876	Tnf	PMID:12729461|RGD:13673777		GO:0051897	positive regulation of protein kinase B signaling	IMP			PANTHER:PTHR11471	20180604	CL:0002539|GO:0007249	NCBITaxon:10116
ARUK-UCL	RGD:620137	Cx3cr1	PMID:12729461|RGD:13673777		GO:0035425	autocrine signaling	IGI	UniProtKB:O55145		PANTHER:PTHR10489	20180604	CL:0002539|GO:0071356|CL:0002539|GO:0014065|CL:0002539|GO:0007249|CL:0002539|GO:0043491	NCBITaxon:10116
ARUK-UCL	RNAcentral:URS00005B3525_9606	URS00005B3525_9606	PMID:23487264		GO:0035195	miRNA-mediated gene silencing	IDA				20181126	UniProtKB:O15111|GO:0007249|UniProtKB:Q8N5C8|GO:0007249	NCBITaxon:9606
AgBase	UniProtKB:P01375	TNF	PMID:18201371		GO:0050766	positive regulation of phagocytosis	IMP			PANTHER:PTHR11471	20141215	GO:0007249|CL:0002618	NCBITaxon:9606
AgBase	UniProtKB:P01239	PRL	PMID:21843629		GO:0010629	negative regulation of gene expression	IMP			PANTHER:PTHR11417	20141212	ENSEMBL:ENSBTAG00000025035|GO:0007249	NCBITaxon:9913
AgBase	UniProtKB:P01239	PRL	PMID:21843629		GO:0023019	signal transduction involved in regulation of gene expression	IMP			PANTHER:PTHR11417	20141212	GO:0007249|ENSEMBL:ENSBTAG00000025471|GO:0007249|ENSEMBL:ENSBTAG00000048171|GO:0007249|ENSEMBL:ENSBTAG00000006894	NCBITaxon:9913
AgBase	UniProtKB:P01239	PRL	PMID:21843629		GO:0045807	positive regulation of endocytosis	IMP			PANTHER:PTHR11417	20141217	GO:0007249|CL:0002327|GO:0042742	NCBITaxon:9913
MGI	MGI:MGI:99484	Chuk	PMID:11747812		GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	IMP	MGI:MGI:3045616		PANTHER:PTHR22969	20090626	GO:0007249	NCBITaxon:10090
MGI	MGI:MGI:99484	Chuk	PMID:11747812		GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	IGI	MGI:MGI:1100089		PANTHER:PTHR22969	20090626	GO:0007249	NCBITaxon:10090
MGI	MGI:MGI:1891456	Ripk2	PMID:11894097		GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	IMP	MGI:MGI:2446070		PANTHER:PTHR44329	20090609	GO:0007249	NCBITaxon:10090
MGI	MGI:MGI:1891456	Ripk2	PMID:11894098		GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	IMP	MGI:MGI:2660793		PANTHER:PTHR44329	20090520	GO:0007249	NCBITaxon:10090
MGI	MGI:MGI:2156367	Tlr3	PMID:12855817		GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	IMP	MGI:MGI:3690535		PANTHER:PTHR24365	20070228	GO:0007249	NCBITaxon:10090
MGI	MGI:MGI:108005	Myd88	PMID:12855817		GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	IMP	MGI:MGI:2385681		PANTHER:PTHR15079	20070228	GO:0007249	NCBITaxon:10090
MGI	MGI:MGI:108005	Myd88	PMID:12855817		GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	IGI	MGI:MGI:2147032		PANTHER:PTHR15079	20070228	GO:0007249	NCBITaxon:10090
MGI	MGI:MGI:2147032	Ticam1	PMID:12855817		GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	IMP	MGI:MGI:3029019		PANTHER:PTHR47230	20070228	GO:0007249	NCBITaxon:10090
MGI	MGI:MGI:2147032	Ticam1	PMID:12855817		GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	IGI	MGI:MGI:108005		PANTHER:PTHR47230	20070228	GO:0007249	NCBITaxon:10090
MGI	MGI:MGI:104798	Tnf	PMID:12867038		GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	IDA			PANTHER:PTHR11471	20060726	GO:0007249	NCBITaxon:10090
MGI	MGI:MGI:1916978	Card11	PMID:12867038		GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	IMP	MGI:MGI:3039682		PANTHER:PTHR14559	20060726	GO:0007249	NCBITaxon:10090
MGI	MGI:MGI:1341886	Ajuba	PMID:15870274		GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	IMP			PANTHER:PTHR24219	20110105	GO:0007249	NCBITaxon:10090
MGI	MGI:MGI:2156367	Tlr3	PMID:16260493		GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	IGI	MGI:MGI:1346877		PANTHER:PTHR24365	20060117	GO:0007249	NCBITaxon:10090
MGI	MGI:MGI:2156367	Tlr3	PMID:16260493		GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	IDA			PANTHER:PTHR24365	20060117	GO:0007249	NCBITaxon:10090
MGI	MGI:MGI:104798	Tnf	PMID:16260493		GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	IDA			PANTHER:PTHR11471	20060117	GO:0007249	NCBITaxon:10090
MGI	MGI:MGI:104798	Tnf	PMID:16260493		GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	IGI	MGI:MGI:1346877		PANTHER:PTHR11471	20060117	GO:0007249	NCBITaxon:10090
MGI	MGI:MGI:96543	Il1b	PMID:16260493		GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	IDA			PANTHER:PTHR10078	20070125	GO:0007249	NCBITaxon:10090
MGI	MGI:MGI:96543	Il1b	PMID:16260493		GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	IGI	MGI:MGI:1346877		PANTHER:PTHR10078	20070125	GO:0007249	NCBITaxon:10090
MGI	MGI:MGI:96824	Tlr4	PMID:16260493		GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	IDA			PANTHER:PTHR24365	20060117	GO:0007249	NCBITaxon:10090
MGI	MGI:MGI:1346877	Map3k7	PMID:16260493		GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	IGI	MGI:MGI:104798		PANTHER:PTHR46716	20060117	GO:0007249	NCBITaxon:10090
MGI	MGI:MGI:1346877	Map3k7	PMID:16260493		GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	IGI	MGI:MGI:96536		PANTHER:PTHR46716	20060117	GO:0007249	NCBITaxon:10090
MGI	MGI:MGI:1346877	Map3k7	PMID:16260493		GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	IGI	MGI:MGI:2156367		PANTHER:PTHR46716	20060117	GO:0007249	NCBITaxon:10090
MGI	MGI:MGI:87860	Abl2	PMID:18025176		GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	IGI	MGI:MGI:87859		PANTHER:PTHR24418	20140710	CL:0000084|GO:0007249	NCBITaxon:10090
MGI	MGI:MGI:87859	Abl1	PMID:18025176		GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	IGI	MGI:MGI:87860		PANTHER:PTHR24418	20140710	CL:0000084|GO:0007249	NCBITaxon:10090
MGI	MGI:MGI:1341839	Nod1	PMID:18261938		GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	IDA			PANTHER:PTHR24106	20090216	GO:0007249	NCBITaxon:10090
MGI	MGI:MGI:96824	Tlr4	PMID:18261938		GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	IDA			PANTHER:PTHR24365	20090216	GO:0007249	NCBITaxon:10090
MGI	MGI:MGI:2429397	Nod2	PMID:18261938		GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	IDA			PANTHER:PTHR24106	20090216	GO:0007249	NCBITaxon:10090
